"","X","Country","Technology","Project.Name","Sub.sector","Capacity","Capacity.Unit","Region","Time","EmiF","EmUnits","EmCite","h","mean_ut","sd_ut","UtCite","GtC","generation.TW"
"142",232,"Tonga","Solar","Outer Island Renewable Energy Project - Additional Financing","Electricity Generation",1.3,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.00182208
"143",113,"Honduras","Solar","Pacific Solar Energy","Electricity generation",50,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.07008
"144",210,"Papua New Guinea","Hydro","Papua New Guinea: Town Electrification Investment Program - Tranche 2","Electricity Generation",28.3,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.43,NA,"EIA",0,0.10660044
"145",121,"India","Solar","Parbhani Solar Plant","Electricity generation",34,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.06598379139528
"146",82,"Dominican Republic","Wind","Parques Eolicos del Caribe","Electricity generation",50,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.38,NA,"Wright 2001",0,0.16644
"147",122,"India","Solar","Patni Solar PV based power unit","Electricity Generation",10,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.0194069974692
"148",26,"Brazil","Solar","Pirapora Solar Park","Electricity generation",150,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.21024
"149",110,"Ethiopia","Geothermal","Project for Installation of Geothermal Wellhead Power System ","Electricity Generation",5,"MW","Sub-Saharan Africa",NA,0,NA,NA,8760,0.297116407,NA,"WRI",0,0.0130136986266
"150",233,"Tonga","Wind","Project for installation of wind power generation system in Tonga","Electricity Generation",1.3,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.335,NA,"IEA",0,0.00381498
"151",96,"Egypt, Arab Rep.","Solar","Ra Solar Plant","Electricity generation",10,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.014016
"152",108,"Egypt, Arab Rep.","Wind","Ras Ghareb Wind Farm","Electricity generation",250,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.335,NA,"IEA",0,0.73365
"153",229,"Tanzania","Hydro","Regional Rusumo Hydroelectric Project","Electricity Generation",80,"MW","Sub-Saharan Africa",NA,0,NA,NA,8760,0.527026917,4.97e-17,"WRI",0,0.3693404634336
"154",214,"Russian Federation","Solar","Renova Rosnano Altai Portfolio 64 MW","Electricity generation",64,"MW","Europe and Central Asia",NA,0,NA,NA,8760,0.103659706,9.81e-18,"WRI",0,0.05811577757184
"155",128,"India","Solar","Rewa Actis Solar Park","Electricity generation",250,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.48517493673
"156",190,"Mexico","Wind","Reynosa Wind Farm","Electricity generation",424,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.462289919,3.82e-17,"WRI",0,1.71705570874656
"157",32,"Brazil","Wind","Rio Grande do Norte Wind Portfolio","Electricity generation",129,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.135367997,1.61e-17,"WRI",0,0.15297125132988
"158",160,"Jordan","Solar","Risha Solar Plant","Electricity generation",50,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.07008
"159",126,"India","Solar","Rising Bhadla 2 Solar Farm","Electricity generation",50,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.097034987346
"160",18,"Bangladesh","Nuclear","Rooppur plant (Bangladesh)","Electricity Generation",2400,"MW","Rest of Asia",NA,0,NA,NA,8760,0.925,NA,"EIA",0,19.4472
"161",198,"Namibia","Solar","Rosh Pinah PV Plant","Electricity generation",10,"MW","Sub-Saharan Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.014016
"162",118,"India","Solar","Sagardighi solar photovoltaic power unit ","Electricity Generation",10,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.0194069974692
"163",192,"Mongolia","Wind","Sainshand Wind Farm","Electricity generation",55,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.388127854,NA,"WRI",0,0.1870000000572
"164",133,"India","Solar","Salboni Solar PV power unit","Electricity Generation",10,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.0194069974692
"165",114,"Honduras","Wind","San Marcos Wind Expansion","Electricity generation",20,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.360585635,NA,"WRI",0,0.063174603252
"166",29,"Brazil","Wind","Santa Vitoria do Palmar Wind Complex","Electricity generation",209,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.135367997,1.61e-17,"WRI",0,0.24783714362748
"167",183,"Mexico","Solar","Santiago Solar Plant","Electricity generation",170,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.15,0,"NREL",0,0.22338
"168",216,"Samoa","Hydro","Savai’i hydro power","Electricity Generation",0.81,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.43,NA,"EIA",0,0.003051108
"169",92,"Egypt, Arab Rep.","Solar","Scatec Solar Portfolio","Electricity generation",400,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.56064
"170",191,"Mongolia","Solar","Second Energy Sector Project","Electricity Generation",10,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.014016
"171",28,"Brazil","Wind","Serra da Babilonia Wind Park","Electricity generation",223,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.135367997,1.61e-17,"WRI",0,0.26443867477956
"172",27,"Brazil","Solar","Sertao I and Sobral I Solar Power Plants","Electricity generation",60,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.084096
"173",54,"China","Solar","Shanghai Lingang Distributed Solar Power Project.","Electricity Generation",100,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.169944
"174",103,"Egypt, Arab Rep.","Solar","Shapoorji Energy Benban Solar Plant","Electricity generation",50,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.07008
"175",151,"Indonesia","Wind","Sidrap Wind Farm","Electricity generation",75,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.335,NA,"IEA",0,0.220095
"176",172,"Malaysia","Solar","Solar Management (Seremban) Farm","Electricity generation",50,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.33873519,1.96e-17,"WRI",0,0.14836601322
"177",181,"Mexico","Solar","Solem Solar Farm","Electricity generation",290,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.15,0,"NREL",0,0.38106
"178",146,"Indonesia","Geothermal","Sorik Marapi Geothermal Power Plant","Electricity generation",240,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.853867668,9.79e-17,"WRI",0,1.7951713852032
"179",78,"Cook Islands","Solar","Southern Renewable Energy Project","Electricity Generation",3,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.0042048
"180",206,"Pakistan","Hydro","Suki Kinari Hydropower Plant","Electricity generation",870,"MW","South Asia",NA,0,NA,NA,8760,0.44904266,4.24e-17,"WRI",0,3.422243920392
"181",200,"Nepal","Hydro","Super Nyadi Hydropower","Electricity generation",30,"MW","South Asia",NA,0,NA,NA,8760,0.775220444,1.06e-16,"WRI",0,0.2037279326832
"182",124,"India","Solar","Suryoday Solar Plant","Electricity generation",50,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.097034987346
"183",37,"Cambodia","Solar","Svay Rieng PV Solar Farm","Electricity generation",5,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.007008
"184",227,"Tajikistan","Hydro","Tajikistani Central Area 500KV Power Transmission and Distribution Project","Electricity Generation",285,"MW","Europe and Central Asia",NA,0,NA,NA,8760,0.389741383,4.2e-17,"WRI",0,0.9730283367978
"185",130,"India","Solar","Talaricheruvu Solar Plant","Electricity Generation",100,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.194069974692
"186",106,"Egypt, Arab Rep.","Solar","Taqa Arabia Benban Solar Plant","Electricity generation",50,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.07008
"187",208,"Pakistan","Hydro","Tarbela Hydropower Plant Fifth Extension","Electricity Generation",1410,"MW","South Asia",NA,0,NA,NA,8760,0.44904266,4.24e-17,"WRI",0,5.546395319256
"188",119,"India","Solar","Teni & Dindigul solar photovoltaic power plant","Electricity Generation",50,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.097034987346
"189",134,"India","Solar","Thoothukudi 200 MW wind power plant","Electricity Generation",200,"MW","South Asia",NA,0,NA,NA,8760,0.221541067,1.94e-17,"WRI",0,0.388139949384
"190",173,"Malaysia","Solar","TNB Sepang Solar Plant","Electricity Generation",50,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.33873519,1.96e-17,"WRI",0,0.14836601322
"191",243,"Zimbabwe","Hydro","Tokwe-Mukosi Mini - hydro plant","Electricity Generation",15,"MW","Sub-Saharan Africa",NA,0,NA,NA,8760,0.826636225,NA,"WRI",0,0.108619999965
"192",150,"Indonesia","Wind","Tolo Wind Park","Electricity generation",72,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.335,NA,"IEA",0,0.2112912
"193",209,"Pakistan","Wind","Tricon Boston Consulting Limited (TBCL)","Electricity generation",150,"MW","South Asia",NA,0,NA,NA,8760,0.2414375,0.026281454,"Kar 2015",0,0.317248875
"194",161,"Kazakhstan","Hydro","Turgusun HPP-1","Electricity Generation",43367,"MW","Europe and Central Asia",NA,0,NA,NA,8760,0.45132289,3.2e-17,"WRI",0,171.455273190719
"195",201,"Nepal","Hydro","Upper Solu Khola Hydropower Plant","Electricity generation",20,"MW","South Asia",NA,0,NA,NA,8760,0.775220444,1.06e-16,"WRI",0,0.1358186217888
"196",140,"India","Wind","Vayu Urja Bharat Wind Farm","Electricity generation",120,"MW","South Asia",NA,0,NA,NA,8760,0.2414375,0.026281454,"Kar 2015",0,0.2537991
"197",30,"Brazil","Wind","Ventos da Bahia Wind Park","Electricity generation",116.6,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.135367997,1.61e-17,"WRI",0,0.138267038023752
"198",186,"Mexico","Solar","Viborillas Solar Power Plant","Electricity generation",100,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.15,0,"NREL",0,0.1314
"199",13,"Argentina","Wind","Vientos Los Hercules Wind Farm","Electricity generation",97.2,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.393675989,5.29e-17,"WRI",0,0.335204081705808
"200",180,"Mexico","Solar","Villanueva Solar Farm","Electricity generation",754,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.15,0,"NREL",0,0.990756
"201",20,"Bolivia","Hydro","Warnes (21MW) and Ventolera (24MW) Wind Farms","Electricity Generation",45,"MW","Latin America and the Caribbean",NA,0,NA,NA,8760,0.572174283,7.54e-17,"WRI",0,0.2255511023586
"202",231,"Thailand","Wind","Wind Energy Holding Portfolio","Electricity generation",450,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.165796912,2.78e-17,"WRI",0,0.653571427104
"203",104,"Egypt, Arab Rep.","Solar","Winnergy Benban Solar Plant","Electricity generation",19.3,"MW","Middle East and North Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.02705088
"204",168,"Lao PDR","Hydro","Xe Namnoy 2 & Xe Katam 1 Hydro Power Plants","Electricity generation",15,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.43,NA,"EIA",0,0.056502
"205",46,"China","Solar","Xiantao Yanglinwei 150MW Solar Power Plant","Electricity generation",150,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.254916
"206",52,"China","Solar","Yanan Yinggu Guorun Changde 200MW Distributed Solar Power Plant","Electricity generation",200,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.339888
"207",60,"China","Solar","Yangquan City Baiyangshu 50MW Solar Power Plant","Electricity generation",48,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.08157312
"208",61,"China","Solar","Yaocheng Wucheng County 100MW Solar Power Plant","Electricity generation",100,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.169944
"209",43,"China","Hydro","Yebatan Hydro Power Station Project","Electricity Generation",2240,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.469064284,4.27e-17,"WRI",0,9.2041670063616
"210",55,"China","Solar","Yiyang Lingjiaocha 20MW Solar Power Plant","Electricity generation",20,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.0339888
"211",62,"China","Solar","Yonker Liuyang Economic Development Zone Solar Power Plant","Electricity generation",470,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.7987368
"212",59,"China","Solar","Yuanjiang County Natang 20MW Solar Power Plant","Electricity generation",12,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.02039328
"213",63,"China","Solar","Yumen Xinneng 50MW Molten Salt Optothermal Power Plant","Electricity generation",50,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.084972
"214",53,"China","Solar","Yumen Zhongshangmingde 50MW Heat Conduction Oil Solar Power Plant","Electricity generation",50,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.084972
"215",36,"Burkina Faso","Solar","Zagtouli solar power plant","Electricity Generation",33,"MW","Sub-Saharan Africa",NA,0,NA,NA,8760,0.16,NA,"IEA",0,0.0462528
"216",58,"China","Solar","Zhongmin New Energy Pingding County 50MW Solar Power Plant","Electricity generation",40,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.0679776
"217",51,"China","Solar","Zhuozi County Shenzhen Clou Solar Power Plant Phase I","Electricity generation",20,"MW","East Asia and Pacific",NA,0,NA,NA,8760,0.194,6.64e-17,"He 2016",0,0.0339888
"218",211,"Papua New Guinea","Natural Gas","Gas Engine-based Power Plant","Electricity Generation",58,"MW","Middle East+Africa",NA,535,"g/kwh","Tong18",8760,0.6,NA,"BU",0.00016309368,0.304848
"219",156,"Jamaica","Natural Gas","Old Harbour  Combined Cycle Power Station","Electricity generation",190,"MW","Latin America+Canada",2015,464,"g/kwh","Tong18",8760,0.6,NA,"BU",0.00046336896,0.99864
"220",16,"Bangladesh","Diesel, Natural Gas","Sirajganj 4 Combined Cycle Power Plant","Electricity generation",414,"MW","South Asia",NA,406.6,"kg co2/MWh","US DOE",8760,0.56,NA,"US EIA",0.00082577142144,2.0309184
"221",65,"China","Waste","Dynagreen 610MW Waste-to-Energy Project","Electricity Generation",69.7,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",0.00013605165263025,0.43961184
"222",66,"China","Waste","Funing County Xinhua Town Solid Waste Pyrolysis Gasification Power Plant","Electricity generation",5.25,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",1.02477930603847e-05,0.0331128
"223",41,"China","Biomass","Guangxi Qiquan Biomass Power Plant","Electricity generation",80,"MW","East Asia and Pacific",NA,360.015149912479,"kg CO2 per mmBtu","EPA",8760,0.618,NA,"EIA",0.000155920545342255,0.4330944
"224",67,"China","Waste","Hechi City Urban and Rural Solid Waste Incineration Power Plant","Electricity generation",22,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",4.29431328244692e-05,0.1387584
"225",215,"Rwanda","Biomass","HQ Peat-fired Power Plant","Electricity generation",80,"MW","Sub-Saharan Africa",NA,381.614011621757,"kg CO2 per mmBtu","EPA",8760,0.618,NA,"EIA",0.000165274891394918,0.4330944
"226",68,"China","Waste","Kunming Wuhua Solid Waste Incineration Power Plant Relocation Project","Electricity generation",50,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",9.75980291465208e-05,0.31536
"227",69,"China","Waste","Puyang Solid Waste Incineration Power Plant","Electricity generation",37.6,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",7.33937179181836e-05,0.23715072
"228",235,"Turkey","Biogas","Seleda Biogas Facility","Electricity generation",5,"MW","Europe and Central Asia",NA,177.670257377905,"kg CO2 per mmBtu","EPA",8760,0.618,NA,"EIA",4.80924959480808e-06,0.0270684
"229",71,"China","Waste","Tae Basin Solid Waste Incineration Power Plant","Electricity generation",30,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",5.85588174879125e-05,0.189216
"230",230,"Thailand","Waste","Thailand Waste-to-Energy Plant","Electricity generation",9,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",1.75676452463737e-05,0.0567648
"231",73,"China","Waste","Tieling Solid Waste Incineration Power Plant","Electricity generation",50,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",9.75980291465208e-05,0.31536
"232",70,"China","Waste","Tumen City Solid Waste Incineration Power Plant","Electricity generation",20.8,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",4.06007801249527e-05,0.13118976
"233",76,"China","Waste","Wenxi County Solid Waste Incineration Power Plant","Electricity generation",12,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",2.3423526995165e-05,0.0756864
"234",72,"China","Waste","Wulanchabu Ctiy Jining District Solid Waste Incineration Power Plant","Electricity generation",22.6,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",4.41143091742274e-05,0.14254272
"235",74,"China","Waste","Wuyi County Solid Waste Incineration Power Plant","Electricity generation",50,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",9.75980291465208e-05,0.31536
"236",42,"China","Biomass","Yushu City Kaidi Biomass Cogeneration Power Plant","Electricity generation",50,"MW","East Asia and Pacific",NA,360.015149912479,"kg CO2 per mmBtu","EPA",8760,0.618,NA,"EIA",9.74503408389093e-05,0.270684
"237",75,"China","Waste","Zhijin County Urban Solid Waste Incineration Power Plant","Electricity generation",40,"MW","East Asia and Pacific",NA,309.481320226157,"kg CO2 per mmBtu","EPA",8760,0.72,NA,"Naderi 2020",7.80784233172166e-05,0.252288
